review,label
No he recibido el arriculo,0
"Beautiful; however, much smaller in size than a regular greeting card. The size of card is reason for not rating as a *****Star.",1
"Hidrata y controla el encrespamiento un montón. Lo único malo es que yo tengo el cuero cabelludo graso, y no me da la sensación que limpie lo suficiente. Lagunas veces uso dos champús, uno normal para el primer lavado, y luego aplicó este.",1
Just okay. Fabric not comfy,0
Outfit came with extra piece of material I wasn’t sure what it was for.,0
"This is easy to use, great quality and fun too! My husband uses it on his 4 wheeler. He is really enjoying it.",1
Only worked for 15 min,0
Cute but it's really something you can get out of the bubble gum machine necklace broke and I've only had for 2 weeks,0
I've been an anime fan for decades. This style of CGI and anime combination make what should be shows with great potential into garbage.,0
Arrived with the cap off and soap all over the product and inside its packaging. Don't know how much was wasted because of the leaking.,0
I should've checked reviews before buying these headphones. They barely lasted 2 weeks compared to my original android headphones which lasted me close to two years before one ear died. DO NOT BUY,0
Half the papers had weird creases in the middle. Could only use about 300 pages out of 500.,0
"How to go over the directions a couple of times but once done , easy , Best to shake them off outside after cutting. ! They will shed. Multi",1
They are very cute but cheaply made.,1
Nunca llegó el papel. Puse reclamación y nadie me contestó. Estoy bastante descontenta con la compra ya que he perdido el dinero y tuve que comprar otro papel en otro sitio.,0
nice colors but the stitching is terrible. I would not recommend this item. the stitching is at it's worst on the very top of the owl's head. very distracting.,0
I opened my package to discover it had opened and spilled everywhere! I went to return the item as defective and found out it isn’t returnable. Now I have 3 lbs of gum balls I have to throw out because I have no idea on how sanitary the boxes are and where they have been.,0
I have used this item daily for a month now. I have used up to 160 lb of resistance without a problem. It is very sturdy and a perfect length. The grips are comfortable and don’t slide. I have not had any issues. For the price this is a great value and great quality. I highly recommend this for any home gym with resistance bands. I would have given 5 stars if it didn’t have to be screwed together. A solid bar would have been better. It hasn’t caused me any problems I just tighten it every once in a while.,1
Sturdy built well it’ll get the job done and you can’t beat the price was a great stocking stuffer,1
I purchased the item about 2 months ago. The fist few weeks the items was great then the watch started to freeze. I would have a blank screen at times the watch does the basic. There are some glitches,0
"Tengo 4 focos solares mas, compré este por probar, ya que ese modelo tenia mando a distancia ... le puse encima de la puerta de la caseta y es una pasada, le enciendes a distacia sin necesidad de tener activado el sensor de movimiento, me gusta mucho.",1
"Only one tray came and it seemed NOT sturdy or well made, like a cheap knockoff.",0
The item ordered came exactly as advertised. I highly recommend this vendor and would order from them again.,1
"I had to rent another Modem after having this one connected for just a few months. Buy the latest model recommended by the carrier. We have Xfinity and I was told this model is excellent, but the wifi never worked well; either it was too old a model or really had a defect, I will never know. I bought it refurbished.",0
Plástico demasiado quebradizo. Unión cabeza-cuerpo demasiado fragil. Una vez se introduce es complicado que salga entero,0
No weight baring at all!!,0
Vienen manchadas como de grasa,0
The shoes was too small. I reordered this item. Instead of the 4.5 I needed an eight. I also purchased an 8.5 and it was too big. I’m reordering an 8 regular. Thanks I’ll give it a rating as soon as I receive the right size thanks Need everything needed for returns!,0
"I love this wallet, looks exactly like the picture. The strap broke off after about 3 weeks but I just connected it to the zipper and still looks great",1
This shoes is very comfortable,1
"Clumpy, creases on my lips, patchy, all in all not worth it. Have to scrub my lips nearly off with makeup remover to get it all off.",0
"I think this is a great idea, but I can't get past all of the sugar or sweetener. Tone it down and I'll try it again.",0
Esta bien. Justo en su tamaño y para el uso que se le da. Es cómodo. Con una correa estaría genial.,1
I enjoy all the fragrances and the assortment is great. The only thing I don’t like is that nowhere does it tell me if they are natural or synthetic.,1
"This series has super wide-angle lens, macro lens, fisheye lens, zoom lens, whether it is a wide panorama in the tour, or shooting tiny animals without problems. There is also a protective box that can be hand-held, and it is light and easy to go to photography at any time.",1
"I ordered this for my husband, we have been having trouble conceiving and decided this would be a nice place to begin checking into our fertility. We are anxious to begin and get the results, he does the test 100% direction by direction and the test cake back inconclusive. Nothing read up on the test window. After all of that hassle and paying for the product, it didnt even work. Were both incredibly disappointed.",0
I purchased these to use with my Instant Pot and they work well.,1
This works very well. Love that the cord is chew resistant and that you can set the temperature. I use this under our Golden Retriever's bed. She just had a litter of 8 puppies and this pad allows her to leave them without us worrying about them getting cold. 4 stars because I thought it would be bigger. Please note it isn't the size for a Golden Retriever.,1
"There is a very strong, offensive odor on the inside!!",0
Received this today and it doesn’t fit my .40 clip very disappointing!!,0
Extremely disappointed because I have prime shipping and was supposed supposed to receive this product today by 8pm. “Guaranteed delivery by Tuesday October 15”. Needed this for a friends birthday and now it’s coming late who knows when .,0
"I live in the city, where there's lots of independent stations, and I get 88 of them Lol! Most I can't use, but in Southern California I get 2, 4, 5, 7 but no 11 or 13. Defiantly a good deal.",1
"This cheap hamper might be okay for temporary use. ""Dorm use"" is a stretch and I definitely don't recommend it for a kids' room. The one we bought has been in use for exactly one year. You can see from the pictures that it is now falling apart. The fabric mesh has several small rips and is coming away from the seem in places. Two of the thin metal bands that hold the structure of this hamper have come loose. One of them is a loop and the other has a sharp terminal! The one that is a loop used to be very small. It stuck out just a little. Because the band is so thin in profile, it was invisible against the dark blue hamper full of dark clothes. It caught my toe as I walked by and ouch! It sawed between my toes as it pulled out from the fabric. I spilled my morning coffee all over the bathroom. We probably should have replaced this hamper months ago but I was being stubborn. Don't be like me. Spend a little more and buy a real hamper. If you need to get one of these for temporary use, throw it away when it starts to break up. A kid or pet could probably get hurt on this thing.",0
Looks exactly like pic and great for a gamers room,1
I generate monthly billings for several companies and the double window does save time in processing.,1
"Temia que tuviese que amoldarlo pero, le ha venido justo a mediada, no he tenido que hacer ningún arreglillo ni nada, increible.",1
Thinner than most which is what I wanted!,1
"The outdoor temperature quit working about 5 months ago. I have had less than a year. I cannot get assistance beyond them explaining to remove/replace batteries, and the sensor replacement is essentially as much as the item. My grandfather is so sad, he was truly enjoying it while it was functioning.",0
Great pop socket! I ordered several and this is definitely made the best! I’m returning the other brands! It was very sticky and definitely lasts! I’m going to order another in the diamond metallic I like it so much! Oh...this says it’s grey but it’s so light grey it matches my white silver phone perfect!,1
Las he puesto 2 dias y ya se estan deshilachado por el talon...No creo q duren mucho,0
"Love the lights, but they don’t fit like factory at all and the wiring is different. I hit my blinkers and my reverse lights come on. I have a 93 Toyota 4x4 pickup. Just wish it would have been the real deal, looks like they are more universal",0
Not at all comfortable rides up,0
Perfecto. Muy grande para viajar,1
I didn’t dare to open this item since it came already open with tape. It looks like it was a previous return. I am returning this item. I never open it.,0
"The cup look and feels is sexy and slick. Only problem is the bad sipping design. If you're storing really hot tea/coffee, sipping through it can cause your lips to burn easily. I ended up having to open the lid each time I have need a drink.",0
This item arrived with several cracks from the packaging. I left on the dashboard of my car and it melted. Worst thing I ever saw.,0
Just needed to spot shoot a couple of areas after installing hood louvers on my Scion FRS.Worked just like it should .Easy sanding.Ready for the graphics wrap.Was not worried about the paint on the hood after the louvers install .Smooth and ready for the wrap.You really can't tell where the primer is since I feather edged everything in prep for the wrap.,1
"I have a pair of these gloves from over 10 years ago. That pair is great, you can take a razor sharp knife and run in along the palm and nothing, no cuts, to tears.. Nothing. The new ones are garbage. I took the same knife and lightly ran it across the palm and it cut all the way through the glove. You can tell they are no longer made the same. Save your money and if you bought these DO NOT TRUST them. they offer NO cut resistance at all.",0
"Muy buena funda resistente bonita da un tono elegante y llega perfectamente protegida perfecto, el único problema es que se ensucia bastante pero se limpia muy fácilmente",1
"Really good book, but there is some minor editing issues and I'm not sure if it is because I read with black background and white text. But the text going from gray to white to sometimes blue kinda throws me off. Still a good book and can't wait for the next one",1
"Loved these initially, bright, worked as advertised. But one of the two I bought has already gone out. Have only been using it for 2 months and it's already dead. UPDATE: The company responded immediately when they saw my review and send me a replacement bulb. So great customer service!",1
"I ordered this product and they charged shipping that was just as much as the product itself!!! Then try and find someone to contact, yeah right. Got screwed again.",0
Some of mine were dried out when I opened.Some of the colors were very light and didn't show up well.The darker colors worked the best. For the price it was a great range and selection of colors.,0
Tal y como dice en la descripcion,1
Installed this on our boat and am very happy with the results. Great product!,1
"Worked as advertised, dash surface any type or angle. Very satisfied.",1
"Firstly, I'm not your average joe when it comes to a car wash. This is the best product I have ever used on my Corvette. I've had corvettes for 6 years now and no product has done to my car what this has. My car is SLIPPERY!!! SMOOTH!!!! LIKE NEVER BEFORE ITS AMAZING! I want to say SLIPPERY again because that's what it does! Do these steps. If your car is stupidly dirty and has been for a long time ***clay bar first*** 1. Start off by wax stripping your car with Meguiars wash+ as a normal car wash expect bucket only method . Do sections at a time (do not let that stuff dry on your car). Water it down and do sections at a time. Please understand that. 2. Use this sealant on your car. Easy on the entire car then buff off after it turns white. Read product directions. You can do it a second time (not necessary) but wait 30 minutes after you buffed first coat. Please wait 6 hours before adding anything else after this. 3. After 6 hours of curing the sealant on paint, use *Car Guys Hybrid Wax Spray*. I bought a gallon, well worth it. Spray your entire car with that while buffing off doing sections at a time. You can do 2 coats for a better result. This stuff will last you months!!! Sealant is once or twice a year. Hybrid spray wax is applied after every car wash. ***Make sure when you wash your car next time to not use wax stripper on it or you'll defeat everything you have done. The wax stripper is a tool used to prep for a new sealant or wax on the car*** Did you read that up there? 4. Also I like to use chemical guys maxi suds grape. Its concentrated and a gallon. Its $18. Buy 2 gallons it will last you 3 years! Use it right, do not exaggerate. *A cap can do 5 gallons of water* Use more If you want. Best car wash shampoo you'll ever use, better then their entire line up as well. 1 galling should last you a year or 2 depending on how you use it and how much. This product is a shampoo that leaves a small amount of wax and a coat of enhanced glossier on your car after every wash. Never wash your car with hard water after you put this stuff on your car or you'll just strip it of your cars surface. *************************************** Do all of this on your car and maintain it that way all the time. You will wish you can thank me. This is the perfect stuff to keep your car looking its vest you wont even want to drive it! Thanks Car Guys, you guys are something else. This product is really a 10/5 stars",1
"So I’ve had this mount for about 3 months and I absolutely hate it. The housing is good but the mount arm is poor quality. It does not stay where I need it to so I’ve had to tape it in place, which you can imagine is barely effective for an outdoor mount. I would not recommend purchasing this. There has to be a better product than this one.",0
Its OK for beginners.,1
"Doesn't really work well on certain ants, but it arrived quickly and works overall.",1
"Good for a short period of time. Now they want to change modes or cycle through modes when the lens is pulled out to make a spot beam. When barely touching the switch it will also change modes. Wish they worked the way they are supposed to, because I really like the size and convenience, fits in watch pocket on jeans, very handy.",0
"Very thin rug, best used as a couch cover or dog blanket. Wanted to return it but postage to Japan would have been almost as much as i paid for the ""rug"" no more foreign purchases for me",0
Broke easily. Fast refund.,0
Llegó la caja rota peto bien,1
"The delivery took longer than expected. However, I was going to give it a chance but when I opened the box the item looked beat up, one part was broken and another part and one of the hinges was on the wrong side.",0
This works as described..clear NO IT'S MILKY.. GOT A REFUND..,0
Not as large as I thought.,1
Producto con muchos detalles y algunos rotos en la sobrecubierta,0
This product is dangerous for children. Do not buy,0
"Producto más pequeño de lo que esperaba Un cobaya adulto no cabe bien. Se queda ""encajado"". Para roedores más pequeños, fenomenal.",0
"These are great if you have a small waist, narrow hips. They last much longer than the other briefs that Hanes makes.",1
"Works great, fits perfectly. Cable seems very durable.",1
"This was the go-to stuff for our ancestors. . Studies show it to be very nearly as effective as antibiotic ointments still. Lubricates, protects, weather resists, etc. all sorts of stuff. Do a web search and you'll go back to it and save money too.",1
This will not help you with finding anything at all. It doesn’t offer any true guidance. Just some basic questions and you write your response. It’s just a journal nothing more. Very disappointed. Instead of wasting your money on this I would recommend The path made clear by Oprah is way more helpful. Or just get yourself a notebook and write your daily thoughts down and reflect once a week. That’s it. Save your money.,0
Thoroughly enjoyed reading this book. Once I started I couldn't put it down. Looking forward to reading more of the Authors works,1
"Por fin alguien explica como usar las escalas, no solo muestra patrones de las escalas si no, que te enseña cómo usarlas. Muy buen libro",1
"Soy higienista dental y esta marca de cepillos me parece muy buena. En concreto este producto lo he regalado en varias ocasiones por su diseño tan bonito. Lo aconsejo para gente con prótesis fijas y/o removibles, acompañado mejor del irrigador. Es muy gracioso usar una aplicación para un cepillo de dientes, pero de verdad que enseña a lavarte los dientes. Muy recomendable",1
I just got it today and I put some new battery in it and it’s not turning on at all.,0
"Easy to swallow, with no bad taste. Love the pick me up that I get from these",1
Perfect fit and lightweight,1
I should have read the description better,1
"This book started off pretty slow. But it soon got better. After the first few chapters I couldn't put it down. What a wonderful read. I love psychological thrillers, and this book was certainly a good one.",1
"No puedo valorar, porque el paquete lo perdieron, lo dijeron que lo dejaron en el buzón los de correos y no estaba",0
This product is AWESOMENESS,1
This item simply didn't work well. The grinder is a joke. I wasted $30. Worst product I have ever purchased on Amazon. Wish I could return it.,0
Good product and have reordered several times. My vet recommended this for my dog as we were having to get her glands expressed every 1 1/2 weeks. When I first started using this that time frame expanded to 1 1/2 months. I was so excited to find something to help. After using for nearly a year that time frame has shorted to about once every month. Still much better than every 10 days. I will continue to order this product. Much better option over risky surgery.,1
This book was really well written . . . I liked this book a lot . . . . .,1
Fun to choose the ring you want but any power outage resets to original and have to go through to find yours again. Don’t put it behind anything or it won’t work. Bummer as we have a century old home with lots of walls & turns,1
These hide-a-lines are absolute garbage. The plastic is cheap it flakes off as you attempt to attach them together. The screws strip out every time you attempt to use them. This product made a rough job even harder. I wish I had time to return them but I have to continue using them...,0
Great for a studio that is in its beginner stages!,1
"This piece of equipment is doing a fine job, but it is not a shredder. The plant material needs to be dry before it is stuffed in. Damp leaves or stems will quickly plug up the chute because the blades are sturdy, not razor sharp. As long as plants are dried out, they whiz through and fall neatly into the collection bin. It is easy to load, especially if stems are stiff. I have used it on garden debris, not on twigs or small branches, but it should work equally well on them. One thing I particularly like is the ease of setup. I can chip any size bunch of plants and not wait until I have accumulated a huge pile. It is easy to wheel around, easy to disassemble for cleaning, quick to put back together because no tools are required for the job. I had to get used to the difference between a shredder and a chipper, but I will not have to sharpen this chipper's blades frequently.",1
The tablet had a slow reaction time. I would touch the screen and the page or item would take at least 2 to 3 seconds to work.,0
Had Western Digital in all my builds and they've been great. Decided to try the Fire Cuda and it failed two weeks in and I lost so much data. Never again!!,0
These markers are either fake or used. Very disappointed with this product.,0
"I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!",0
"Worst charger ever. I have had it barely one month and the metal part that goes in your phone broke off inside my phone when I went to un-charge, I had to use pliers to rip it out. Do not buy!",0
"My 5 year old granddaughter wears a size 10 shoe and these are too large on her feet. They are so stiff and uncomfortable that she won't even try to wear them. She does like how they light up, but since she won't put them on her feet, that feature is useless.",0
Not reliable and did not chop well. Came apart with second use. Pampered Chef is my all-time favorite with Zyliss coming in second.,0
"Una de las bolsas tiene fuga... solo he usando unos días, ya no puedo usarla.",0
The screen protector moves around and doesn't stick so it pops off or slides around,0
These cords do not fit Android phones and are too fat for Apple. Basically the are useless. Product cost 10 bucks and the return fee is 6 bucks. Not worth the trouble of returning. Just don't buy.,0
"Key did not work, just kept spinning in cuffs",0
Still haven’t received refund.. didn’t fit my 7/8 bar properly flew off on highway,0
"I bought this for my son, It is a nice case but did not protect it at all. He dropped it from a short distance and the phone shattered.",0
"The hair is beautiful, my birthday present to myself",1
Omg this book was absolutely amazing. This book was a page turner that I just couldn't stop reading until the end. I had absolutely loved reading this book. I would highly recommended this book.,1
"It really does work. I moved into an apartment, before Bengal I sprayed with another spray. I’ve seen a couple of roaches, exterminator came around & exterminated the whole building, saw a couple more. I ordered & sprayed Bengal & I have not seen any. It really do work.",1
I liked the color but the product don't stay latched or closed after putting any cards in the slots,0
"I will Never buy ARRIS again! I got screwed. I was lucky to get 30 mbps download speed in the same room on wifi. Changed to Netgear and bounced up to over 100 Mbps in the same room and over 60 Mbps on the other end of the house with 4 walls blocking my laptop. Don't waste your money. Comcast even Stated that they no longer use them due to need for upgrades and problems according to Comcast technician, who came to house because we could not figure out why my computer was having so many problems down loading pages and streaming video. It took over a month to figure out so I have to eat the cost.",0
"Es el segundo que compro de la marca, muy buena terminación. Llego cuando tocaba así que todo correcto. Recomendaría la marca",1
I love how the waist doesn't have an elastic band in them. I have a bad back and tight waist bands always make my back feel worse.These feel decent...although If they could make them just one size larger..and not just offer plus size....that would be even better for my back.,1
It is so very thin and see through. Material is cheap and my finger poked right though it. Very disappointed. Won't buy again.,0
"I really loved this backpack; however, after only 3 uses the bag started to leak where the ""straw"" connects to the bladder. No matter how I clicked it in it would still leak and not a slow leak either.",0
Well made and simple pans.,1
Bought 42mm for my series 3 .It looks good and exactly in the given picture however the strap loosens up very often .Not comfortable after you wear it for more than 15 minutes.The only good thing is that it comes from the protector which is quite useful to avoid any scratches .Overall disappointed with this strap.Have taken it off and gone back to the original sports strap from Apple.,0
"This IS NOT WHAT WAS ADVERTISED. The photo originally had this entire package including the Wii, remotes, Wii fit, Wii balance board, Wii sports package and Super Mario Bros. I had my husband look at all 8 pictures closely because I wanted to make sure I was buying what was advertised. I placed my order and the picture that showed up in my email was NOTHING like what was advertised. This is the SECOND TIME this has happened!! I passed on other seemingly good offers and chose a slightly higher priced package because it had Amazon Prime next to the price... obviously this means nothing! EXTREMELY DISAPPOINTED!!!",0
Imagery is beautiful. Card stock isn’t the best. Peels quite easily.,1
"Use it to hold my ipad on counter when cooking, closing it shuts off the unit, gives good protection to unit (know its coffee proof :))",1
"This karaoke microphone is awesome. Its design is cool. When I connected it to my phone first time, it’s easy and quick to connect. The sounds is very good. I love to sing a song with this microphone. It let my voice better than before.",1
It didn't even faze the dogs at all the just walked into it like it wasn't even there!!! Waste of my money,0
They still have yet to arrive. Super disappointed because I needed for a project.,0
very lightweight and easy to spill litter when cleaning. you have to keep a good grip on it.,0
Stopped working after a month. Inside battery compartment is rusted out.,0
"Hi Seller, I have not received my stuff. Thanks",0
"Very unfortunate that I have to 1 star this screen protector, but the adhesive is terrible. Very good value, but in 15 days I've had to use both that came with as they keep falling off. There are spots in the adhesive that are not coated and allow dust to get under the screen as well.",0
Thisnis a mirrored window cling. It doesnt tell you this but the cling side is the clear side and the outer side is the mirrored side. This will only give you the mirrored effect to the outside if you place on the outside if your window exposed to the elements which defeats the entire purpose. A waste of my time...,0
"Adhesive stickers are completely defective. Mirrors fell off on their own with enough time, and shattered.",0
This glass is all scratched and I will have to replace it. I have purchased this brand several times for other phone models. I have the same brand on my v30+ and it is excellent This glass for the Moto g7 is not good.,0
Tenía problemas con el Jack de mi PC y con este micrófono que va por USB me he quitado esos problemas.,1
"Me gustan todos los tónicos de Lancaster y este también. Limpia y huele bien, y dura mucho por tener 400 ml. Lo recomiendo.",1
"This is a very nice skirt. The lacy pattern is classy and soft. It doesn't wrinkle, even after being crammed into plastic and a box it was very smooth, so that's really cool. This can easily be dressed down or dressed up, and has a kind of vintage feel due to the length and cut, which I'm really into. I think this could be flattering on anyone. I'm 5'5"" and 130 pounds and I ordered the small, so I would say if you feel like you're stuck between a small and medium, definitely size down.",1
Son estupendas. Las tenemos en la habitación del niño y quitan la luz de dia y protegen algo del frio de noche.,1
Have not used at night yet,1
Worked well on one door but not the other.,1
"I wasn’t a huge fan of the binding. I ended up ordering a different agenda. Could be for some, but I’m not one.",0
"2 meses, rompió la unión de las 2 cuerdas",0
"I am very unhappy with the helmet I received, it came out of the box warped (the shape of the helmet was bent like it had been squished.) The antennae on the side of the helmet had snapped off and will need to be glued back on. There's a really garish emblem on the back of the helmet that's part of the helmet mold so it can't be painted over. I'd say the only saving grace about this helmet is that it's big enough to fit my fat head. Overall you'd be better off buying a helmet off of Etsy.",0
"Was sent without the straw lid so very disappointed with that. Otherwise, a great bottle.",0
"I'm not sure why, but the first two times I used these they adhered fine and every other pair has been too slippery to really stay where they belong. I would have rated them higher if they all stayed in place like the first two pairs did. I always have limited expectations for products that are basically glorified moisturizing, so while I wouldn't say these do anything dramatic, they are at least pleasant to use - when they are not slipping.",0
These leggings run small. I would recommend ordering at least 1 size larger than your normal size. They are very well made. An FYI the white legging is transparent.,0
"So far my daughter loves it. She uses it for school backpack. As far as durable, we just got it, so we will have to see.",1
"I received a gift of a himalayan salt lamp last year and have been enjoying its benefits so I decided to buy more to put around the house. I initially bought 2 from this seller due to high ratings and rave reviews. The first 2 arrived and they were beautiful, just the perfect brightness and glow, they were both very different shapes and glow and I loved the fact that it is dimmable, perfect when you want it to be not too bright when sleeping. I ordered another 2 the next day but this time one of them came a bit short of the quality I was expecting. I am aware no 2 lamps are alike and there will be irregularities in the form but this one had gray dark streaks that looked like mold around it and the light was concentrated only on the base of the lamp and the top third half just looked like a pink salt block, I am returning one of them. I guess 3 out of 4 is not bad, hence the 4 stars. Update: As soon as my review posted on Amazon Levoit contacted me directly, refunded my money and told me I didn’t need to go through the hassle of sending the defective salt lamp, truly impressive customer service. Due to this, I have bought 4 more lamps to give as gifts and all of those arrived in perfect condition and are all excellent lamps.",1
Wasn’t happy how it bent my hats & also left a line on the bill from the plastic,0
"Por lo que se ve en la foto es grande y largo, yo pedí una S y no me lo puedo poner, enorme es la palabra adecuada.",0
This paper I believe is a replacement for a glossy cannon paper I used to buy. This paper isn't as heavy as the previous edition and won't stay straight in my Canon pro-100 printer.,0
"It keeps things cold very well. My issue is with the top, it gets dirty between the two layers of the slide drinking slide and there is no way to clean it. I’m looking for a leakproof top that You can wash. Mine looks pretty mildewed after 6 weeks. Cloudy and trapped dirt is in there",1
"Me gusta el reloj y parece que funciona bien, aunque todavía no lo he usado mucho.",1
"When I was putting on the passenger side cover, it ran in two places like nylons. I contacted the seller and they said they would ship another.. so I thought ok. I tries putting on the covers and they did not fit properly, so I packed the merchandise back up. I never did receive the other cover anyways. I went ahead and refunded the product. I lost $15, not including taxes. Very disappointed in this seller. I would never buy from this company again. Live and learn.",0
Just what I needed. Finding these was like Goldilocks finding the porridge that was 'just right'.,1
"My husband is picky about his underwear, but he loves these! They run a little small. My hubby wears M, but I bought these in L. And they fit him perfect. He says the best thing about them (besides comfort, obviously) is the solid piece in the front. There’s no flap. I have always had to hand-sew the flaps closed on all his other underwear. But, not anymore. I love Starter!",1
"I wasn’t impressed with the size of the container for the price, until I tried it! I’m a Postal worker, and my fingertips and cuticles were always getting cuts in them due to all the paper I touch drying my hands out. I started using this two weeks ago and they are now soft and healed over! I’m impressed!",1
"Ummm.....there is no ink in the cartridges. I'm thinking someone returned this and Amazon regifted it to me. Thanks,",0
"I ordered these for my husband, to help with knee pain, while working out. They seem to really help provide support that he did not have prior. My only issue was the tend to slide down, so they had to be readjusted just a couple times. Comfortable material, though.",1
"What can I say? They do the job and my boss asked me to throw out the plastic stirrers which he said would impact on our health due to chemicals in the plastic that would be released. Oy. What next? I personally use a metal spoon to stir. I'm sure someone will find something wrong with that as well! However, the stirrers serve their purpose and my boss is happy. That makes me happy!!!",1
I always order a larger size because it shrinks like crazy.,1
I love this watch band. Bought it for the colors but love the comfort and adjustability. Pleasantly surprised but this. would absolutely purchase again!,1
"Como todas las fundas que he tenido de esta marca, super contento. Ajuste perfecto al terminal, buena protección ante caidas fortuitas. Si sale como la del galaxy S7 comprada hace más de un año, el color transparente degrada con el paso del tiempo, se vuelve de un color ocre.",1
"This pillow seemed promising for my beck pain based on the 5 star reviews; however, it was not firm enough for me. After requiring a cervical fusion many years ago my neck needs firm support. If this is you, I would not recommend this pillow.",0
"Todo perfecto. Lleno de utilidades, trae un trapito para su limpieza, color verde dorado, y varios capuchones de recambio para la punta táctil",1
primero compre uno y me enviaron dos.pague los dos por supuesto lo deje en un punto de recogida y no pasaron a por el y para colmo de mis males no funcionan bien,0
Right earbud has given our after less than 6 months of use. Do not buy.,0
"Es muy bonito y como teléfono funciona muy bien. Nos ha costado un poco conectar el móvil al teléfono y tuvimos q recurrir a la ayuda del proveedor. Pero la verdad es q con su ayuda muy bien. La niña está encantada. Por sacarle un pero, el GPS tiene desviación importante.",1
"I will definitely be reading more of this author. I enjoyed the plot, the character development and the introduction of the secondary characters. I look forward to the next in the series.",1
"When I got these, one of them was not working. The ready lasted about a month before giving out.",0
"I got this charging cable three months ago in September and it doesn't work anymore. It worked fine when I first got it, but now when I plug it in my phone tells me that the connection is incomplete. For the first few days after this started popping up, my phone would still charge overnight as long as I didn't use it. But now, it won't charge it at all.",0
Replacement got missing original volume. Came in perfect condition.,1
Not flashy at all. One little spot of blue. I feel really ripped off. Now i find out i CANNOT return it!!! I HAVE BEEN RIPPED OFF!,0
Not the correct bulbs would not work in conjunction with factory fog lights,0
"Really, really thin.",0
Easy install and feel taught and sturdy.,1
Didn’t work for me. Second brand I’ve tried.,0
Gave as a gift and the person loved it. Plus they had to wear a full leg brace and didn't want to put on socks so this worked perfectly.,1
Very tight around ankles. Have ordered them before and they were fine...but this batch is hard for me to wear..,0
This bandage worked out perfectly for our needs it was used to cover a dog bite injury and stayed in place with lots of ointment on wound.,1
"Love these lights. Lots of fun. We wore them when we went wine tasting before Christmas, and got raves. All I heard all day was, where did you get them? The only complaint is some of the bulbs were messed up. Not clear. Looked like glue was all over them.",1
Fit perfectly into my coach tote! Makes the order very organized and easy to find items. I love it and will buy it in diff colors for other handbags!,1
Some of these taste like rocks and gravel. If you like that flavor go ahead. Pineapple is tolerable.,0
These are powerful but very brittle. Half of them broke/cracked apart immediately.,0
I will never order from Amazon again. I never received my package. Thia is not the only first time they lie! Their drivers need to be more honest,0
I never write reviews but I just had to in this case. I bought this over a month ago for a birthday gift. Friend opened it yesterday and it appears that the bottle was damaged or defective because 1/3 of the perfume leaked out and stained all the tissue paper and carton. Very embarrassed to give such a gift.,0
Just get a days worth. Expected more,0
Amazing lasted months,1
"iF YOU ARE DIABETIC OR SENSITIVE TO SUGAR, LEAVE THIS ALONE. They have loaded this with so much sugar to hide the taste you will go into a coma with one gulp. LOL! But it is pretty bad.",0
"This game exceeded all of my very high expectations for it. I have only played the single player, but have over 80 hours in it with many more things I want to do and see. The story is outstanding and the game world has so much free space, variety, and a wild feeling to it.",1
Good to expand reach,1
"Order hose for home use, installed hose on my hose reel. 3.5 months later hose has a leak close to end attached to hose reel. While hose did not kink it was hard to move and heavy. Hose has a 12 year warranty. Tried to contact company but only international numbers available, page ask for email. Reluctant to send email to unknown company with only overseas address. I do not recommend using this brand of hose. Contacted by Worth Garden Sept. 6, 2018 with emails stating replacement hose would be sent. No word emailed Sept. 13, 2018 about no replacement Hose, answered they were working on it. Today Sept. 28, 2018 still no replacement Hose or email. Appears Hose is as good as Warranty. Would not recommend buying from Worth Garden.",0
"No es de buena calidad, va muy lento y no lo lee en algunos reproductores usb",0
Very artificial tasting,0
Handle is crooked and overall super poor quality.,0
"Good soap, specially for the price. Nothing too premium but great for maintenance washes with some wax in it.",1
Great and handy chair,1
Other than being totally dented on one side it seemed ok.,0
"My 3 month old peed alllll over it, and it all stayed on the pad. It's on the small side. So I say it's great for new babies, and can handle everything little babies throw at it. I will likely upgrade to larger pads in the next few months.",1
Really nice covers. Quality excellent. !!,1
"My 97 year-old Dad could not use any phone but this one. His vision does not allow him to see the numbers on the buttons, so my daughter made up a large print chart with names that correspond to the buttons. It was easy to program and set up. It is so easy for him to lift the receiver and press one button to reach me. The only problem is that others, such as the aides at his assisted living facility, do not understand how to use it when it is on one-button program mode. I would have liked the amplified audio to be even louder, but that is mostly a problem because my father won't wear his hearing aids. This really helped solve a big problem for us, and I would buy it again, for sure.",1
I have purchased Orgain products for years. I started out drinking the smooth chocolate and then switched to the vegan chocolate once that was available. I drank 1 to 2 every day. The last products I received tasted horrible. I looked at the ingredients and noticed Orgain changed the formulation. It is absolutely disgusting. Orgain has lost a long time customer.,0
I’ve used the eye mask twice so far. No issues with them staying in place. I’ve already started to notice a difference in my eyes.,1
Like that has easy close lid over dispenser hole to keep picks clean. Easy to dispense one at a time.,1
Did not fit as advertised.,0
